date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:27:37	105856/105856	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2014:05:16%20GMT	https://webonzer.com/snow/input-group.html	C:/adi/dashboard/webonzer.com/snow/input-group.html	(from https://webonzer.com/snow/index.html)
11:27:37	102033/102033	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2014:05:10%20GMT	https://webonzer.com/snow/validation.html	C:/adi/dashboard/webonzer.com/snow/validation.html	(from https://webonzer.com/snow/index.html)
11:27:38	102968/102968	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2014:05:12%20GMT	https://webonzer.com/snow/radio.html	C:/adi/dashboard/webonzer.com/snow/radio.html	(from https://webonzer.com/snow/index.html)
11:27:38	100144/100144	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2014:05:12%20GMT	https://webonzer.com/snow/switches.html	C:/adi/dashboard/webonzer.com/snow/switches.html	(from https://webonzer.com/snow/index.html)
11:27:38	292320/292320	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2014:05:23%20GMT	https://webonzer.com/snow/account.html	C:/adi/dashboard/webonzer.com/snow/account.html	(from https://webonzer.com/snow/index.html)
11:27:38	102298/102298	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2014:05:20%20GMT	https://webonzer.com/snow/checkbox.html	C:/adi/dashboard/webonzer.com/snow/checkbox.html	(from https://webonzer.com/snow/index.html)
11:27:38	352423/352423	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2014:05:13%20GMT	https://webonzer.com/snow/projects-details.html	C:/adi/dashboard/webonzer.com/snow/projects-details.html	(from https://webonzer.com/snow/index.html)
11:27:39	135480/135480	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2014:05:14%20GMT	https://webonzer.com/snow/order-list.html	C:/adi/dashboard/webonzer.com/snow/order-list.html	(from https://webonzer.com/snow/index.html)
11:27:39	125422/125422	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2014:05:11%20GMT	https://webonzer.com/snow/user-projects.html	C:/adi/dashboard/webonzer.com/snow/user-projects.html	(from https://webonzer.com/snow/index.html)
11:27:40	18948/18948	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2014:05:19%20GMT	https://webonzer.com/snow/coming-soon.html	C:/adi/dashboard/webonzer.com/snow/coming-soon.html	(from https://webonzer.com/snow/index.html)
